WS	ZERO	N	NNE	NE	ENE	E	ESE	SE	SSE	S	SSW	SW	WSW	W	WNW	NW	NNW	SUM	Station
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	울산
A	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	경주시
B	0.0	0.8	0.9	0.3	0.7	0.3	0.7	2.2	5.1	9.9	7.4	3.2	2.2	3.1	4.4	5.9	3.6	50.7	경주시
C	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.7	0.4	0.5	1.7	16.3	22.4	3.4	45.8	경주시
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	1.3	0.0	2.0	경주시
A	9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3	창원
B	0.0	10.2	8.7	9.9	2.2	1.3	1.2	1.1	2.0	3.2	2.6	3.4	5.6	8.6	7.4	5.9	9.8	83.2	창원
C	0.0	0.3	1.1	5.4	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.0	0.1	7.5	창원
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	창원
A	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	제주
B	0.0	8.7	3.6	1.7	1.6	1.3	1.1	1.3	8.6	12.2	3.4	1.5	0.9	1.2	2.4	3.2	3.4	56.3	제주
C	0.0	13.7	9.1	0.9	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	2.4	6.5	5.4	39.2	제주
D	0.0	0.8	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	2.0	0.4	3.6	제주
