WS	ZERO	N	NNE	NE	ENE	E	ESE	SE	SSE	S	SSW	SW	WSW	W	WNW	NW	NNW	SUM	Station
B	0.0	5.2	7.8	9.0	6.0	2.4	1.5	0.5	2.0	4.7	3.6	2.7	1.3	0.7	2.4	5.1	6.7	61.8	서산
C	0.0	0.7	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.9	0.3	0.0	0.7	3.5	7.0	2.7	16.4	서산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	서산
A	23.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.9	광주
B	0.0	5.4	21.8	20.0	4.0	0.7	0.3	0.4	1.5	1.2	1.3	3.4	3.6	1.2	2.3	2.4	3.8	73.3	광주
C	0.0	0.1	1.7	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	2.8	광주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	광주
A	9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.1	전주
B	0.0	3.9	2.4	1.3	1.2	2.4	9.9	15.1	4.0	1.7	0.8	2.2	4.0	4.2	3.1	14.5	12.4	83.2	전주
C	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	2.0	1.7	2.3	1.1	7.7	전주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	전주
A	26.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5	순천
B	0.0	0.0	0.1	0.3	2.6	3.0	1.6	1.2	1.2	2.6	0.5	1.3	4.2	8.3	9.5	4.2	0.4	41.0	순천
C	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	1.1	3.9	17.6	9.4	0.0	32.3	순천
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.3	순천
A	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	부산
B	0.0	9.1	5.5	5.1	2.8	2.3	1.9	1.6	1.1	0.8	1.3	1.2	3.5	6.0	6.0	6.7	13.3	68.4	부산
C	0.0	1.9	0.9	0.8	0.0	0.0	0.0	0.3	0.1	0.3	0.1	0.3	3.9	8.1	3.2	2.0	6.0	28.0	부산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.3	부산
A	12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4	대구
B	0.0	1.7	1.5	3.4	2.4	2.6	8.6	5.2	0.9	0.7	0.4	0.8	2.2	8.9	11.4	8.7	5.0	64.4	대구
C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	3.1	14.5	4.6	0.5	22.8	대구
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.4	대구
A	7.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3	울산
B	0.0	9.9	4.2	1.2	1.2	0.9	1.6	0.4	0.7	0.8	0.9	2.3	1.6	1.7	5.1	18.4	27.3	78.4	울산
C	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.4	0.1	0.0	3.1	5.6	3.8	14.4	울산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	울산
A	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1	경주시
B	0.0	1.3	0.8	1.1	0.7	1.1	1.9	2.8	4.0	13.2	10.8	3.2	3.6	3.1	6.3	9.3	4.0	67.2	경주시
C	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.2	2.2	7.3	11.8	4.6	27.4	경주시
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.3	경주시
A	12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4	창원
B	0.0	12.4	10.1	9.9	2.8	2.3	1.3	1.3	2.0	2.0	3.2	2.4	5.4	6.5	4.2	4.7	9.0	79.6	창원
C	0.0	0.3	1.3	5.5	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.4	8.1	창원
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	창원
A	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	제주
B	0.0	2.7	1.5	1.3	2.3	4.4	4.7	4.4	6.2	7.5	3.0	1.2	1.6	2.4	3.8	5.2	4.0	56.3	제주
C	0.0	9.9	2.3	1.1	0.5	1.1	0.4	0.1	0.1	0.0	0.0	0.0	0.8	1.7	3.4	14.7	5.8	41.9	제주
D	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	1.2	제주
